Team_left,Match Up_left,Game Date_left,W/L_left,MIN_left,PTS_left,FGM_left,FGA_left,FG%_left,3PM_left,3PA_left,3P%_left,FTM_left,FTA_left,FT%_left,OREB_left,DREB_left,REB_left,AST_left,TOV_left,STL_left,BLK_left,PF_left,+/-_left,winrate 30_left,winrate 6_left,Team_right,Match Up_right,Game Date_right,W/L_right,MIN_right,PTS_right,FGM_right,FGA_right,FG%_right,3PM_right,3PA_right,3P%_right,FTM_right,FTA_right,FT%_right,OREB_right,DREB_right,REB_right,AST_right,TOV_right,STL_right,BLK_right,PF_right,+/-_right,winrate 30_right,winrate 6_right,Result,Location
SAN,SAN vs. IND,06/17/2016,L,40,68.1,25.3,64.86666666666666,39.0,3.8333333333333335,12.433333333333334,29.8,13.666666666666666,17.566666666666666,77.66666666666667,7.733333333333333,24.633333333333333,32.36666666666667,15.566666666666666,13.933333333333334,7.533333333333333,3.8,15.733333333333333,-8.333333333333334,0.23333333333333334,0.16666666666666666,LAS,LAS vs. PHO,06/17/2016,W,40,76.66666666666667,29.3,63.333333333333336,46.1,4.233333333333333,14.133333333333333,29.333333333333332,13.833333333333334,17.3,80.16666666666667,6.666666666666667,25.6,32.266666666666666,19.3,12.966666666666667,7.133333333333334,4.633333333333334,17.666666666666668,3.8666666666666667,0.5666666666666667,0.16666666666666666,1,0
NYL,NYL @ CON,06/16/2016,W,40,75.96666666666667,28.4,66.83333333333333,42.1,3.7,12.1,29.7,15.466666666666667,20.233333333333334,76.63333333333334,9.733333333333333,27.233333333333334,36.96666666666667,16.8,13.666666666666666,7.733333333333333,4.1,18.6,3.7666666666666666,0.6666666666666666,0.8333333333333334,CON,CON vs. NYL,06/16/2016,L,40,74.33333333333333,27.966666666666665,67.4,41.06666666666667,6.4,19.166666666666668,32.93333333333333,12.0,16.633333333333333,71.8,9.033333333333333,22.433333333333334,31.466666666666665,15.933333333333334,14.433333333333334,7.333333333333333,3.3666666666666667,21.2,-5.5,0.3,0.3333333333333333,0,0
SEA,SEA @ DAL,06/16/2016,L,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,DAL,DAL vs. SEA,06/16/2016,W,40,85.71428571428571,27.142857142857142,68.85714285714286,39.285714285714285,7.0,21.571428571428573,31.571428571428573,24.428571428571427,30.428571428571427,80.71428571428571,12.714285714285714,23.428571428571427,36.142857142857146,14.285714285714286,14.571428571428571,7.571428571428571,2.5714285714285716,22.714285714285715,2.142857142857143,0.13333333333333333,0.6666666666666666,1,0
SEA,SEA @ SAN,06/14/2016,L,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,CHI,CHI @ LAS,06/14/2016,L,40,82.8,31.833333333333332,71.13333333333334,44.233333333333334,3.8333333333333335,11.666666666666666,30.633333333333333,15.3,18.8,80.3,10.566666666666666,27.0,37.56666666666667,17.366666666666667,12.3,5.8,6.6,19.333333333333332,3.8666666666666667,0.6,0.8333333333333334,0,1
CON,CON vs. WAS,06/14/2016,L,55,74.33333333333333,27.966666666666665,67.4,41.06666666666667,6.4,19.166666666666668,32.93333333333333,12.0,16.633333333333333,71.8,9.033333333333333,22.433333333333334,31.466666666666665,15.933333333333334,14.433333333333334,7.333333333333333,3.3666666666666667,21.2,-5.5,0.3,0.3333333333333333,IND,IND @ MIN,06/14/2016,L,40,78.46666666666667,28.1,65.33333333333333,42.56666666666667,4.8,14.3,32.9,17.466666666666665,21.4,81.56666666666666,9.666666666666666,23.166666666666668,32.833333333333336,15.0,14.5,9.1,2.933333333333333,21.333333333333332,2.9,0.6,0.6666666666666666,0,1
WAS,WAS @ CON,06/14/2016,W,55,74.43333333333334,27.1,64.16666666666667,41.766666666666666,5.9,16.366666666666667,35.6,14.333333333333334,18.5,77.56666666666666,8.066666666666666,24.8,32.86666666666667,16.5,13.566666666666666,6.4,4.633333333333334,19.466666666666665,-0.3,0.4666666666666667,0.8333333333333334,MIN,MIN vs. IND,06/14/2016,W,40,76.83333333333333,29.566666666666666,67.1,43.6,4.166666666666667,12.866666666666667,32.13333333333333,13.533333333333333,16.833333333333332,80.1,8.966666666666667,26.0,34.96666666666667,18.766666666666666,13.1,7.0,3.8333333333333335,16.166666666666668,3.3,0.6666666666666666,0.6666666666666666,1,0
SAN,SAN vs. SEA,06/14/2016,W,40,68.1,25.3,64.86666666666666,39.0,3.8333333333333335,12.433333333333334,29.8,13.666666666666666,17.566666666666666,77.66666666666667,7.733333333333333,24.633333333333333,32.36666666666667,15.566666666666666,13.933333333333334,7.533333333333333,3.8,15.733333333333333,-8.333333333333334,0.23333333333333334,0.16666666666666666,DAL,DAL @ NYL,06/14/2016,L,40,85.71428571428571,27.142857142857142,68.85714285714286,39.285714285714285,7.0,21.571428571428573,31.571428571428573,24.428571428571427,30.428571428571427,80.71428571428571,12.714285714285714,23.428571428571427,36.142857142857146,14.285714285714286,14.571428571428571,7.571428571428571,2.5714285714285716,22.714285714285715,2.142857142857143,0.13333333333333333,0.6666666666666666,0,1
NYL,NYL vs. DAL,06/14/2016,W,40,75.96666666666667,28.4,66.83333333333333,42.1,3.7,12.1,29.7,15.466666666666667,20.233333333333334,76.63333333333334,9.733333333333333,27.233333333333334,36.96666666666667,16.8,13.666666666666666,7.733333333333333,4.1,18.6,3.7666666666666666,0.6666666666666666,0.8333333333333334,LAS,LAS vs. CHI,06/14/2016,W,40,76.66666666666667,29.3,63.333333333333336,46.1,4.233333333333333,14.133333333333333,29.333333333333332,13.833333333333334,17.3,80.16666666666667,6.666666666666667,25.6,32.266666666666666,19.3,12.966666666666667,7.133333333333334,4.633333333333334,17.666666666666668,3.8666666666666667,0.5666666666666667,0.16666666666666666,1,0
CHI,CHI @ PHO,06/12/2016,L,40,82.8,31.833333333333332,71.13333333333334,44.233333333333334,3.8333333333333335,11.666666666666666,30.633333333333333,15.3,18.8,80.3,10.566666666666666,27.0,37.56666666666667,17.366666666666667,12.3,5.8,6.6,19.333333333333332,3.8666666666666667,0.6,0.8333333333333334,ATL,ATL vs. CON,06/12/2016,W,40,81.16666666666667,28.433333333333334,67.7,41.7,4.9,14.666666666666666,32.833333333333336,19.4,25.0,78.13333333333334,10.3,24.666666666666668,34.96666666666667,15.466666666666667,14.766666666666667,9.0,4.233333333333333,21.2,0.4,0.5333333333333333,0.3333333333333333,1,0
CON,CON @ ATL,06/12/2016,L,40,74.33333333333333,27.966666666666665,67.4,41.06666666666667,6.4,19.166666666666668,32.93333333333333,12.0,16.633333333333333,71.8,9.033333333333333,22.433333333333334,31.466666666666665,15.933333333333334,14.433333333333334,7.333333333333333,3.3666666666666667,21.2,-5.5,0.3,0.3333333333333333,SEA,SEA @ IND,06/12/2016,W,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,1,1
PHO,PHO vs. CHI,06/12/2016,W,40,76.93333333333334,27.766666666666666,62.1,44.333333333333336,4.733333333333333,14.833333333333334,30.966666666666665,16.666666666666668,20.333333333333332,81.6,6.766666666666667,26.0,32.766666666666666,16.466666666666665,13.4,7.0,6.433333333333334,18.5,1.5,0.5333333333333333,0.6666666666666666,IND,IND vs. SEA,06/12/2016,L,40,78.46666666666667,28.1,65.33333333333333,42.56666666666667,4.8,14.3,32.9,17.466666666666665,21.4,81.56666666666666,9.666666666666666,23.166666666666668,32.833333333333336,15.0,14.5,9.1,2.933333333333333,21.333333333333332,2.9,0.6,0.6666666666666666,0,0
SAN,SAN vs. NYL,06/11/2016,L,40,68.1,25.3,64.86666666666666,39.0,3.8333333333333335,12.433333333333334,29.8,13.666666666666666,17.566666666666666,77.66666666666667,7.733333333333333,24.633333333333333,32.36666666666667,15.566666666666666,13.933333333333334,7.533333333333333,3.8,15.733333333333333,-8.333333333333334,0.23333333333333334,0.16666666666666666,DAL,DAL vs. LAS,06/11/2016,L,40,85.71428571428571,27.142857142857142,68.85714285714286,39.285714285714285,7.0,21.571428571428573,31.571428571428573,24.428571428571427,30.428571428571427,80.71428571428571,12.714285714285714,23.428571428571427,36.142857142857146,14.285714285714286,14.571428571428571,7.571428571428571,2.5714285714285716,22.714285714285715,2.142857142857143,0.13333333333333333,0.6666666666666666,0,0
WAS,WAS vs. MIN,06/11/2016,L,40,74.43333333333334,27.1,64.16666666666667,41.766666666666666,5.9,16.366666666666667,35.6,14.333333333333334,18.5,77.56666666666666,8.066666666666666,24.8,32.86666666666667,16.5,13.566666666666666,6.4,4.633333333333334,19.466666666666665,-0.3,0.4666666666666667,0.8333333333333334,NYL,NYL @ SAN,06/11/2016,W,40,75.96666666666667,28.4,66.83333333333333,42.1,3.7,12.1,29.7,15.466666666666667,20.233333333333334,76.63333333333334,9.733333333333333,27.233333333333334,36.96666666666667,16.8,13.666666666666666,7.733333333333333,4.1,18.6,3.7666666666666666,0.6666666666666666,0.8333333333333334,1,1
LAS,LAS @ DAL,06/11/2016,W,40,76.66666666666667,29.3,63.333333333333336,46.1,4.233333333333333,14.133333333333333,29.333333333333332,13.833333333333334,17.3,80.16666666666667,6.666666666666667,25.6,32.266666666666666,19.3,12.966666666666667,7.133333333333334,4.633333333333334,17.666666666666668,3.8666666666666667,0.5666666666666667,0.16666666666666666,MIN,MIN @ WAS,06/11/2016,W,40,76.83333333333333,29.566666666666666,67.1,43.6,4.166666666666667,12.866666666666667,32.13333333333333,13.533333333333333,16.833333333333332,80.1,8.966666666666667,26.0,34.96666666666667,18.766666666666666,13.1,7.0,3.8333333333333335,16.166666666666668,3.3,0.6666666666666666,0.6666666666666666,1,1
MIN,MIN @ ATL,06/10/2016,W,40,76.83333333333333,29.566666666666666,67.1,43.6,4.166666666666667,12.866666666666667,32.13333333333333,13.533333333333333,16.833333333333332,80.1,8.966666666666667,26.0,34.96666666666667,18.766666666666666,13.1,7.0,3.8333333333333335,16.166666666666668,3.3,0.6666666666666666,0.6666666666666666,IND,IND vs. CHI,06/10/2016,L,40,78.46666666666667,28.1,65.33333333333333,42.56666666666667,4.8,14.3,32.9,17.466666666666665,21.4,81.56666666666666,9.666666666666666,23.166666666666668,32.833333333333336,15.0,14.5,9.1,2.933333333333333,21.333333333333332,2.9,0.6,0.6666666666666666,0,0
SEA,SEA @ CON,06/10/2016,L,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,CHI,CHI @ IND,06/10/2016,W,40,82.8,31.833333333333332,71.13333333333334,44.233333333333334,3.8333333333333335,11.666666666666666,30.633333333333333,15.3,18.8,80.3,10.566666666666666,27.0,37.56666666666667,17.366666666666667,12.3,5.8,6.6,19.333333333333332,3.8666666666666667,0.6,0.8333333333333334,1,1
ATL,ATL vs. MIN,06/10/2016,L,40,81.16666666666667,28.433333333333334,67.7,41.7,4.9,14.666666666666666,32.833333333333336,19.4,25.0,78.13333333333334,10.3,24.666666666666668,34.96666666666667,15.466666666666667,14.766666666666667,9.0,4.233333333333333,21.2,0.4,0.5333333333333333,0.3333333333333333,CON,CON vs. SEA,06/10/2016,W,40,74.33333333333333,27.966666666666665,67.4,41.06666666666667,6.4,19.166666666666668,32.93333333333333,12.0,16.633333333333333,71.8,9.033333333333333,22.433333333333334,31.466666666666665,15.933333333333334,14.433333333333334,7.333333333333333,3.3666666666666667,21.2,-5.5,0.3,0.3333333333333333,1,0
SAN,SAN @ PHO,06/09/2016,L,40,68.1,25.3,64.86666666666666,39.0,3.8333333333333335,12.433333333333334,29.8,13.666666666666666,17.566666666666666,77.66666666666667,7.733333333333333,24.633333333333333,32.36666666666667,15.566666666666666,13.933333333333334,7.533333333333333,3.8,15.733333333333333,-8.333333333333334,0.23333333333333334,0.16666666666666666,PHO,PHO vs. SAN,06/09/2016,W,40,76.93333333333334,27.766666666666666,62.1,44.333333333333336,4.733333333333333,14.833333333333334,30.966666666666665,16.666666666666668,20.333333333333332,81.6,6.766666666666667,26.0,32.766666666666666,16.466666666666665,13.4,7.0,6.433333333333334,18.5,1.5,0.5333333333333333,0.6666666666666666,1,0
DAL,DAL vs. WAS,06/08/2016,L,40,85.71428571428571,27.142857142857142,68.85714285714286,39.285714285714285,7.0,21.571428571428573,31.571428571428573,24.428571428571427,30.428571428571427,80.71428571428571,12.714285714285714,23.428571428571427,36.142857142857146,14.285714285714286,14.571428571428571,7.571428571428571,2.5714285714285716,22.714285714285715,2.142857142857143,0.13333333333333333,0.6666666666666666,WAS,WAS @ DAL,06/08/2016,W,40,74.43333333333334,27.1,64.16666666666667,41.766666666666666,5.9,16.366666666666667,35.6,14.333333333333334,18.5,77.56666666666666,8.066666666666666,24.8,32.86666666666667,16.5,13.566666666666666,6.4,4.633333333333334,19.466666666666665,-0.3,0.4666666666666667,0.8333333333333334,1,1
MIN,MIN vs. PHO,06/07/2016,W,40,76.83333333333333,29.566666666666666,67.1,43.6,4.166666666666667,12.866666666666667,32.13333333333333,13.533333333333333,16.833333333333332,80.1,8.966666666666667,26.0,34.96666666666667,18.766666666666666,13.1,7.0,3.8333333333333335,16.166666666666668,3.3,0.6666666666666666,0.6666666666666666,LAS,LAS vs. NYL,06/07/2016,W,40,76.66666666666667,29.3,63.333333333333336,46.1,4.233333333333333,14.133333333333333,29.333333333333332,13.833333333333334,17.3,80.16666666666667,6.666666666666667,25.6,32.266666666666666,19.3,12.966666666666667,7.133333333333334,4.633333333333334,17.666666666666668,3.8666666666666667,0.5666666666666667,0.16666666666666666,1,0
PHO,PHO @ MIN,06/07/2016,L,40,76.93333333333334,27.766666666666666,62.1,44.333333333333336,4.733333333333333,14.833333333333334,30.966666666666665,16.666666666666668,20.333333333333332,81.6,6.766666666666667,26.0,32.766666666666666,16.466666666666665,13.4,7.0,6.433333333333334,18.5,1.5,0.5333333333333333,0.6666666666666666,NYL,NYL @ LAS,06/07/2016,L,40,75.96666666666667,28.4,66.83333333333333,42.1,3.7,12.1,29.7,15.466666666666667,20.233333333333334,76.63333333333334,9.733333333333333,27.233333333333334,36.96666666666667,16.8,13.666666666666666,7.733333333333333,4.1,18.6,3.7666666666666666,0.6666666666666666,0.8333333333333334,0,1
CON,CON vs. IND,06/05/2016,L,40,74.33333333333333,27.966666666666665,67.4,41.06666666666667,6.4,19.166666666666668,32.93333333333333,12.0,16.633333333333333,71.8,9.033333333333333,22.433333333333334,31.466666666666665,15.933333333333334,14.433333333333334,7.333333333333333,3.3666666666666667,21.2,-5.5,0.3,0.3333333333333333,NYL,NYL @ SEA,06/05/2016,W,40,75.96666666666667,28.4,66.83333333333333,42.1,3.7,12.1,29.7,15.466666666666667,20.233333333333334,76.63333333333334,9.733333333333333,27.233333333333334,36.96666666666667,16.8,13.666666666666666,7.733333333333333,4.1,18.6,3.7666666666666666,0.6666666666666666,0.8333333333333334,1,1
IND,IND @ CON,06/05/2016,W,40,78.46666666666667,28.1,65.33333333333333,42.56666666666667,4.8,14.3,32.9,17.466666666666665,21.4,81.56666666666666,9.666666666666666,23.166666666666668,32.833333333333336,15.0,14.5,9.1,2.933333333333333,21.333333333333332,2.9,0.6,0.6666666666666666,WAS,WAS @ ATL,06/05/2016,W,40,74.43333333333334,27.1,64.16666666666667,41.766666666666666,5.9,16.366666666666667,35.6,14.333333333333334,18.5,77.56666666666666,8.066666666666666,24.8,32.86666666666667,16.5,13.566666666666666,6.4,4.633333333333334,19.466666666666665,-0.3,0.4666666666666667,0.8333333333333334,1,1
SEA,SEA vs. NYL,06/05/2016,L,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,ATL,ATL vs. WAS,06/05/2016,L,40,81.16666666666667,28.433333333333334,67.7,41.7,4.9,14.666666666666666,32.833333333333336,19.4,25.0,78.13333333333334,10.3,24.666666666666668,34.96666666666667,15.466666666666667,14.766666666666667,9.0,4.233333333333333,21.2,0.4,0.5333333333333333,0.3333333333333333,0,0
SAN,SAN vs. LAS,06/04/2016,L,40,68.1,25.3,64.86666666666666,39.0,3.8333333333333335,12.433333333333334,29.8,13.666666666666666,17.566666666666666,77.66666666666667,7.733333333333333,24.633333333333333,32.36666666666667,15.566666666666666,13.933333333333334,7.533333333333333,3.8,15.733333333333333,-8.333333333333334,0.23333333333333334,0.16666666666666666,MIN,MIN vs. DAL,06/04/2016,W,40,76.83333333333333,29.566666666666666,67.1,43.6,4.166666666666667,12.866666666666667,32.13333333333333,13.533333333333333,16.833333333333332,80.1,8.966666666666667,26.0,34.96666666666667,18.766666666666666,13.1,7.0,3.8333333333333335,16.166666666666668,3.3,0.6666666666666666,0.6666666666666666,1,0
DAL,DAL @ MIN,06/04/2016,L,40,85.71428571428571,27.142857142857142,68.85714285714286,39.285714285714285,7.0,21.571428571428573,31.571428571428573,24.428571428571427,30.428571428571427,80.71428571428571,12.714285714285714,23.428571428571427,36.142857142857146,14.285714285714286,14.571428571428571,7.571428571428571,2.5714285714285716,22.714285714285715,2.142857142857143,0.13333333333333333,0.6666666666666666,LAS,LAS @ SAN,06/04/2016,W,40,76.66666666666667,29.3,63.333333333333336,46.1,4.233333333333333,14.133333333333333,29.333333333333332,13.833333333333334,17.3,80.16666666666667,6.666666666666667,25.6,32.266666666666666,19.3,12.966666666666667,7.133333333333334,4.633333333333334,17.666666666666668,3.8666666666666667,0.5666666666666667,0.16666666666666666,1,1
SEA,SEA vs. PHO,06/03/2016,W,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,PHO,PHO @ SEA,06/03/2016,L,40,76.93333333333334,27.766666666666666,62.1,44.333333333333336,4.733333333333333,14.833333333333334,30.966666666666665,16.666666666666668,20.333333333333332,81.6,6.766666666666667,26.0,32.766666666666666,16.466666666666665,13.4,7.0,6.433333333333334,18.5,1.5,0.5333333333333333,0.6666666666666666,0,1
CON,CON vs. ATL,06/03/2016,L,40,74.33333333333333,27.966666666666665,67.4,41.06666666666667,6.4,19.166666666666668,32.93333333333333,12.0,16.633333333333333,71.8,9.033333333333333,22.433333333333334,31.466666666666665,15.933333333333334,14.433333333333334,7.333333333333333,3.3666666666666667,21.2,-5.5,0.3,0.3333333333333333,ATL,ATL @ CON,06/03/2016,W,40,81.16666666666667,28.433333333333334,67.7,41.7,4.9,14.666666666666666,32.833333333333336,19.4,25.0,78.13333333333334,10.3,24.666666666666668,34.96666666666667,15.466666666666667,14.766666666666667,9.0,4.233333333333333,21.2,0.4,0.5333333333333333,0.3333333333333333,1,1
IND,IND @ NYL,06/03/2016,L,40,78.46666666666667,28.1,65.33333333333333,42.56666666666667,4.8,14.3,32.9,17.466666666666665,21.4,81.56666666666666,9.666666666666666,23.166666666666668,32.833333333333336,15.0,14.5,9.1,2.933333333333333,21.333333333333332,2.9,0.6,0.6666666666666666,WAS,WAS @ CHI,06/03/2016,L,40,74.43333333333334,27.1,64.16666666666667,41.766666666666666,5.9,16.366666666666667,35.6,14.333333333333334,18.5,77.56666666666666,8.066666666666666,24.8,32.86666666666667,16.5,13.566666666666666,6.4,4.633333333333334,19.466666666666665,-0.3,0.4666666666666667,0.8333333333333334,0,1
NYL,NYL vs. IND,06/03/2016,W,40,75.96666666666667,28.4,66.83333333333333,42.1,3.7,12.1,29.7,15.466666666666667,20.233333333333334,76.63333333333334,9.733333333333333,27.233333333333334,36.96666666666667,16.8,13.666666666666666,7.733333333333333,4.1,18.6,3.7666666666666666,0.6666666666666666,0.8333333333333334,CHI,CHI vs. WAS,06/03/2016,W,40,82.8,31.833333333333332,71.13333333333334,44.233333333333334,3.8333333333333335,11.666666666666666,30.633333333333333,15.3,18.8,80.3,10.566666666666666,27.0,37.56666666666667,17.366666666666667,12.3,5.8,6.6,19.333333333333332,3.8666666666666667,0.6,0.8333333333333334,1,0
SAN,SAN @ LAS,06/02/2016,L,40,68.1,25.3,64.86666666666666,39.0,3.8333333333333335,12.433333333333334,29.8,13.666666666666666,17.566666666666666,77.66666666666667,7.733333333333333,24.633333333333333,32.36666666666667,15.566666666666666,13.933333333333334,7.533333333333333,3.8,15.733333333333333,-8.333333333333334,0.23333333333333334,0.16666666666666666,LAS,LAS vs. SAN,06/02/2016,W,40,76.66666666666667,29.3,63.333333333333336,46.1,4.233333333333333,14.133333333333333,29.333333333333332,13.833333333333334,17.3,80.16666666666667,6.666666666666667,25.6,32.266666666666666,19.3,12.966666666666667,7.133333333333334,4.633333333333334,17.666666666666668,3.8666666666666667,0.5666666666666667,0.16666666666666666,1,0
WAS,WAS vs. CHI,06/01/2016,L,40,74.43333333333334,27.1,64.16666666666667,41.766666666666666,5.9,16.366666666666667,35.6,14.333333333333334,18.5,77.56666666666666,8.066666666666666,24.8,32.86666666666667,16.5,13.566666666666666,6.4,4.633333333333334,19.466666666666665,-0.3,0.4666666666666667,0.8333333333333334,CHI,CHI @ WAS,06/01/2016,W,40,82.8,31.833333333333332,71.13333333333334,44.233333333333334,3.8333333333333335,11.666666666666666,30.633333333333333,15.3,18.8,80.3,10.566666666666666,27.0,37.56666666666667,17.366666666666667,12.3,5.8,6.6,19.333333333333332,3.8666666666666667,0.6,0.8333333333333334,1,1
SEA,SEA @ IND,06/01/2016,L,40,72.1,26.766666666666666,60.733333333333334,43.766666666666666,4.6,14.166666666666666,31.2,13.966666666666667,17.066666666666666,81.13333333333334,5.7,24.766666666666666,30.466666666666665,16.766666666666666,15.833333333333334,5.966666666666667,3.2,18.0,-5.333333333333333,0.3333333333333333,0.16666666666666666,IND,IND vs. SEA,06/01/2016,W,40,78.46666666666667,28.1,65.33333333333333,42.56666666666667,4.8,14.3,32.9,17.466666666666665,21.4,81.56666666666666,9.666666666666666,23.166666666666668,32.833333333333336,15.0,14.5,9.1,2.933333333333333,21.333333333333332,2.9,0.6,0.6666666666666666,1,0
CON,CON @ PHO,05/31/2016,L,40,75.26666666666667,28.566666666666666,67.6,41.9,6.166666666666667,18.533333333333335,32.766666666666666,11.966666666666667,16.133333333333333,73.36666666666666,9.033333333333333,22.0,31.033333333333335,15.966666666666667,13.466666666666667,7.9,3.1666666666666665,19.466666666666665,-2.5,0.4,0.6666666666666666,MIN,MIN @ NYL,05/31/2016,W,40,74.83333333333333,29.0,65.63333333333334,43.9,4.1,12.266666666666667,33.06666666666667,12.733333333333333,15.833333333333334,80.1,8.733333333333333,25.933333333333334,34.666666666666664,18.633333333333333,12.833333333333334,6.2,4.333333333333333,15.6,3.3666666666666667,0.6333333333333333,0.8333333333333334,1,1
NYL,NYL vs. MIN,05/31/2016,L,40,74.36666666666666,27.733333333333334,65.3,42.03333333333333,3.8666666666666667,12.166666666666666,30.8,15.033333333333333,19.466666666666665,77.6,10.1,26.5,36.6,16.666666666666668,14.433333333333334,7.466666666666667,4.033333333333333,18.133333333333333,3.033333333333333,0.6666666666666666,0.5,PHO,PHO vs. CON,05/31/2016,W,40,75.56666666666666,27.866666666666667,62.46666666666667,44.266666666666666,4.466666666666667,13.733333333333333,31.566666666666666,15.366666666666667,19.033333333333335,80.9,7.2,26.433333333333334,33.63333333333333,16.633333333333333,13.033333333333333,6.933333333333334,7.233333333333333,18.3,3.033333333333333,0.6,0.5,1,0
DAL,DAL vs. CHI,05/29/2016,L,40,,,,,,,,,,,,,,,,,,,,0.0,0.0,PHO,PHO vs. WAS,05/29/2016,W,40,75.56666666666666,27.866666666666667,62.46666666666667,44.266666666666666,4.466666666666667,13.733333333333333,31.566666666666666,15.366666666666667,19.033333333333335,80.9,7.2,26.433333333333334,33.63333333333333,16.633333333333333,13.033333333333333,6.933333333333334,7.233333333333333,18.3,3.033333333333333,0.6,0.5,1,0
CHI,CHI @ DAL,05/29/2016,W,40,82.23333333333333,31.233333333333334,70.6,43.7,4.333333333333333,13.033333333333333,31.9,15.433333333333334,18.8,80.36666666666666,9.966666666666667,26.3,36.266666666666666,16.033333333333335,11.833333333333334,6.4,6.4,18.0,3.3,0.6333333333333333,0.5,IND,IND @ ATL,05/29/2016,L,40,78.13333333333334,27.733333333333334,65.0,42.36666666666667,5.333333333333333,14.866666666666667,35.36666666666667,17.333333333333332,21.4,81.1,9.6,22.6,32.2,15.333333333333334,14.2,8.866666666666667,2.8333333333333335,20.5,3.3333333333333335,0.6333333333333333,0.5,0,1
ATL,ATL vs. IND,05/29/2016,W,40,78.86666666666666,28.433333333333334,68.23333333333333,41.166666666666664,4.866666666666666,15.066666666666666,31.433333333333334,17.133333333333333,21.9,78.06666666666666,10.566666666666666,23.333333333333332,33.9,16.433333333333334,15.666666666666666,9.4,3.7,22.033333333333335,-1.9666666666666666,0.43333333333333335,0.3333333333333333,WAS,WAS @ PHO,05/29/2016,L,40,74.2,27.266666666666666,63.9,42.2,6.0,17.1,35.1,13.666666666666666,17.2,79.7,8.0,24.066666666666666,32.06666666666667,18.0,13.2,6.6,5.0,18.733333333333334,1.9,0.5,0.5,0,1
SEA,SEA vs. CON,05/28/2016,W,40,71.1,26.833333333333332,60.8,43.63333333333333,4.433333333333334,13.733333333333333,31.033333333333335,13.0,15.833333333333334,81.6,5.333333333333333,24.933333333333334,30.266666666666666,16.9,15.466666666666667,6.266666666666667,3.3333333333333335,17.966666666666665,-5.866666666666666,0.26666666666666666,0.16666666666666666,CON,CON @ SEA,05/28/2016,L,40,75.26666666666667,28.566666666666666,67.6,41.9,6.166666666666667,18.533333333333335,32.766666666666666,11.966666666666667,16.133333333333333,73.36666666666666,9.033333333333333,22.0,31.033333333333335,15.966666666666667,13.466666666666667,7.9,3.1666666666666665,19.466666666666665,-2.5,0.4,0.6666666666666666,0,1
SAN,SAN vs. CHI,05/27/2016,W,40,68.36666666666666,25.6,65.06666666666666,39.3,3.7,12.266666666666667,29.4,13.466666666666667,17.266666666666666,77.9,8.1,25.066666666666666,33.166666666666664,15.4,14.0,7.466666666666667,3.433333333333333,15.0,-8.266666666666667,0.26666666666666666,0.3333333333333333,CHI,CHI @ SAN,05/27/2016,L,40,82.23333333333333,31.233333333333334,70.6,43.7,4.333333333333333,13.033333333333333,31.9,15.433333333333334,18.8,80.36666666666666,9.966666666666667,26.3,36.266666666666666,16.033333333333335,11.833333333333334,6.4,6.4,18.0,3.3,0.6333333333333333,0.5,0,1
